label,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
1,1.0,1.0,100.0,94.0,84.0,72.0,47.0,33.0,98.954807,44.187972,21.234133,4.521687,0.459495,0.033494,0.024074,0.016747,0.492341,0.124556,1.0
-1,1.0,1.0,58.0,57.0,57.0,54.0,47.0,33.0,34.0425,18.938119,6.814341,0.378148,0.013835,0.0,0.0,0.0,0.512012,0.1199,0.0
-1,1.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,44.217416,8.618804,0.611183,0.109176,0.007142,0.0,0.0,0.0,0.546157,0.113258,1.0
1,1.0,1.0,8.0,8.0,7.0,6.0,6.0,5.0,159.043311,44.49486,24.861507,4.774551,0.001019,0.0,0.0,0.0,0.502323,0.113146,1.0
1,1.0,1.0,71.0,69.0,66.0,62.0,58.0,43.0,41.585991,13.626055,4.13593,0.083274,0.006168,0.0,0.0,0.0,0.507812,0.127995,0.0
-1,1.0,1.0,13.0,13.0,13.0,13.0,11.0,6.0,95.760546,33.299648,15.172048,2.596642,0.035371,0.0,0.0,0.0,0.531898,0.115476,0.0
1,1.0,1.0,37.0,35.0,35.0,34.0,29.0,21.0,32.320564,12.709726,1.786315,0.185431,0.0,0.0,0.0,0.0,0.481081,0.08808,0.0
1,1.0,0.0,75.0,70.0,65.0,54.0,49.0,37.0,18.463202,7.338871,0.775037,0.094366,0.026299,0.013923,0.007735,0.003094,0.514124,0.095913,0.0
1,1.0,1.0,80.0,75.0,69.0,62.0,57.0,40.0,32.993047,9.871923,2.518051,0.597789,0.195696,0.140656,0.10855,0.082559,0.519216,0.099377,0.0
-1,1.0,1.0,55.0,53.0,53.0,50.0,43.0,31.0,40.467228,18.445954,9.118901,3.079428,0.840261,0.272434,0.007653,0.001531,0.483284,0.11479,0.0
-1,1.0,1.0,45.0,45.0,44.0,44.0,37.0,27.0,17.444345,5.704043,1.056079,0.140201,0.0,0.0,0.0,0.0,0.540019,0.109722,0.0
1,1.0,1.0,22.0,22.0,21.0,21.0,17.0,13.0,240.040363,51.501265,26.038573,1.913008,0.05311,0.006248,0.0,0.0,0.544641,0.131213,0.0
-1,1.0,0.0,68.0,66.0,65.0,61.0,52.0,32.0,17.693041,7.559894,0.831619,0.161405,0.058413,0.0,0.0,0.0,0.446304,0.127587,0.0
-1,1.0,1.0,33.0,33.0,31.0,31.0,26.0,21.0,111.424802,49.532363,17.260625,1.964528,0.041132,0.003917,0.003917,0.003917,0.549137,0.094995,1.0
-1,1.0,1.0,25.0,25.0,24.0,22.0,20.0,18.0,11.996646,6.396691,0.170295,0.003041,0.0,0.0,0.0,0.0,0.480592,0.135323,0.0
-1,1.0,0.0,49.0,48.0,48.0,45.0,43.0,33.0,30.461898,13.96698,1.763305,0.137858,0.011221,0.0,0.0,0.0,0.560632,0.129843,0.0
1,1.0,0.0,43.0,40.0,40.0,38.0,36.0,23.0,18.12479,8.723542,0.280057,0.027851,0.007736,0.003095,0.001547,0.0,0.521101,0.125329,0.0
1,1.0,1.0,17.0,16.0,13.0,12.0,7.0,5.0,232.191751,24.433967,14.21981,2.701129,1.170489,0.378567,0.162682,0.089014,0.479711,0.11357,0.0
-1,1.0,1.0,43.0,43.0,42.0,40.0,37.0,30.0,11.866733,2.805312,0.631619,0.0,0.0,0.0,0.0,0.0,0.531574,0.120162,0.0
1,1.0,1.0,58.0,58.0,56.0,53.0,49.0,39.0,55.49333,25.366013,5.575429,0.242206,0.007813,0.0,0.0,0.0,0.481104,0.114071,0.0
-1,1.0,1.0,49.0,49.0,49.0,49.0,45.0,37.0,63.197145,27.377668,8.067688,0.979548,0.001552,0.0,0.0,0.0,0.516733,0.12419,0.0
-1,1.0,1.0,22.0,22.0,21.0,18.0,13.0,10.0,44.249119,19.370084,3.593958,0.129914,0.035702,0.000992,0.000992,0.000992,0.503204,0.091237,1.0
-1,1.0,1.0,50.0,50.0,50.0,50.0,47.0,36.0,63.624194,31.295908,13.95102,4.446337,0.701647,0.057183,0.0,0.0,0.552436,0.103547,0.0
1,1.0,1.0,37.0,35.0,31.0,30.0,23.0,17.0,142.902547,51.393095,18.217466,2.014328,0.003891,0.003891,0.003891,0.002918,0.526081,0.10699,1.0
-1,1.0,1.0,81.0,80.0,78.0,71.0,58.0,44.0,51.59135,19.497929,7.77684,2.006723,0.261063,0.020445,0.0,0.0,0.569794,0.138395,0.0
-1,1.0,1.0,44.0,44.0,44.0,44.0,42.0,29.0,25.281979,12.051879,1.637867,0.18539,0.0,0.0,0.0,0.0,0.500516,0.144022,0.0
-1,1.0,1.0,39.0,39.0,38.0,37.0,32.0,20.0,36.535551,27.659378,9.026955,2.558689,1.029322,0.161553,0.0,0.0,0.521911,0.147705,1.0
-1,1.0,1.0,54.0,52.0,52.0,50.0,45.0,32.0,39.970623,21.127679,6.770204,0.514676,0.108433,0.0,0.0,0.0,0.495352,0.102324,0.0
-1,1.0,1.0,41.0,41.0,41.0,40.0,40.0,37.0,9.85609,4.700476,0.001569,0.0,0.0,0.0,0.0,0.0,0.523321,0.122416,1.0
1,1.0,1.0,37.0,36.0,31.0,28.0,26.0,19.0,104.319698,24.83296,9.259328,1.932381,0.477934,0.299354,0.185806,0.148645,0.518568,0.102193,0.0
1,1.0,1.0,24.0,22.0,19.0,17.0,15.0,8.0,198.533347,37.607844,16.580961,1.662264,0.120984,0.026434,0.0,0.0,0.487285,0.095567,1.0
-1,1.0,1.0,51.0,51.0,48.0,45.0,42.0,31.0,53.790614,29.425803,15.347303,3.480913,0.696815,0.154848,0.0,0.0,0.583323,0.102705,0.0
-1,1.0,1.0,33.0,32.0,31.0,29.0,23.0,21.0,64.817712,12.409905,3.417786,0.275237,0.0232,0.012655,0.006327,0.005273,0.592217,0.114946,1.0
-1,1.0,1.0,44.0,42.0,39.0,35.0,29.0,20.0,90.583399,44.496784,22.159041,7.185051,1.694587,0.354323,0.001541,0.0,0.544443,0.104756,0.0
-1,1.0,1.0,8.0,8.0,8.0,7.0,7.0,5.0,56.855339,21.532559,4.982154,0.335777,0.003893,0.003893,0.003893,0.003893,0.561032,0.136257,1.0
-1,1.0,0.0,17.0,16.0,15.0,15.0,14.0,6.0,98.159745,50.046814,27.976097,3.517553,0.030811,0.0,0.0,0.0,0.49797,0.131459,0.0
-1,1.0,1.0,25.0,24.0,24.0,22.0,21.0,15.0,140.834092,60.878003,26.195264,2.791203,0.088563,0.018491,0.0,0.0,0.488528,0.107055,0.0
1,1.0,1.0,20.0,19.0,19.0,17.0,13.0,8.0,156.06893,47.75492,21.287331,1.648358,0.021662,0.016504,0.0,0.0,0.553926,0.127908,0.0
1,1.0,1.0,87.0,84.0,83.0,79.0,73.0,52.0,42.540332,18.268542,7.443595,1.578991,0.186398,0.012324,0.003081,0.003081,0.525536,0.16021,0.0
1,1.0,1.0,61.0,60.0,56.0,50.0,46.0,36.0,20.68162,3.358333,0.877936,0.135184,0.0,0.0,0.0,0.0,0.559707,0.101768,0.0
-1,1.0,1.0,64.0,64.0,63.0,58.0,55.0,40.0,19.673459,6.064866,0.907342,0.080105,0.0,0.0,0.0,0.0,0.551182,0.098591,0.0
-1,1.0,1.0,45.0,45.0,45.0,43.0,37.0,24.0,35.173512,15.421144,5.206171,1.491918,0.371425,0.017095,0.0,0.0,0.543355,0.11811,0.0
1,1.0,1.0,63.0,61.0,61.0,57.0,55.0,48.0,25.678591,8.260906,3.439594,0.39765,0.020115,0.0,0.0,0.0,0.534283,0.083553,0.0
1,1.0,0.0,7.0,7.0,7.0,5.0,5.0,4.0,29.345362,11.574486,0.395883,0.0,0.0,0.0,0.0,0.0,0.565168,0.085707,0.0
-1,1.0,1.0,42.0,42.0,41.0,38.0,34.0,25.0,75.547942,38.591887,18.231404,6.493377,2.174345,0.824159,0.053071,0.012487,0.50883,0.112385,0.0
1,1.0,1.0,17.0,17.0,16.0,14.0,11.0,9.0,76.409962,22.4424,12.292453,1.891225,0.073248,0.001017,0.0,0.0,0.540231,0.110889,1.0
-1,1.0,1.0,39.0,37.0,37.0,34.0,32.0,24.0,65.545948,41.339872,11.255333,0.740667,0.054691,0.0,0.0,0.0,0.468615,0.109381,0.0
-1,1.0,1.0,9.0,9.0,9.0,9.0,6.0,4.0,93.2487,35.40649,14.203166,0.885067,0.008611,0.003827,0.003827,0.003827,0.507358,0.111949,1.0
-1,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,63.514534,21.300739,1.278732,0.028138,0.0,0.0,0.0,0.0,0.520574,0.103174,0.0
1,1.0,1.0,114.0,110.0,93.0,76.0,51.0,27.0,189.370482,27.807442,13.990668,0.891073,0.008232,0.0,0.0,0.0,0.577045,0.131706,1.0
1,1.0,1.0,56.0,50.0,45.0,39.0,31.0,23.0,105.170765,55.359483,30.940866,7.775036,2.036927,0.865821,0.471709,0.098018,0.568779,0.106186,0.0
-1,1.0,1.0,17.0,17.0,17.0,14.0,12.0,9.0,68.669165,23.975073,8.86772,1.350667,0.13282,0.032228,0.00586,0.000977,0.503945,0.107428,1.0
1,1.0,0.0,69.0,67.0,62.0,54.0,49.0,36.0,12.144417,4.758572,0.373131,0.053743,0.0,0.0,0.0,0.0,0.527866,0.099809,0.0
-1,1.0,1.0,52.0,51.0,51.0,50.0,48.0,34.0,22.951977,10.029318,4.423472,0.513135,0.054096,0.023184,0.0,0.0,0.497064,0.100463,0.0
-1,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,69.308275,9.477583,1.631672,0.001021,0.0,0.0,0.0,0.0,0.485357,0.135802,1.0
1,1.0,1.0,33.0,33.0,30.0,28.0,22.0,16.0,239.565587,84.779443,42.301013,7.438161,0.195876,0.010255,0.0,0.0,0.534159,0.139472,0.0
-1,1.0,1.0,12.0,12.0,11.0,11.0,9.0,9.0,31.194506,9.769433,0.653731,0.005768,0.003845,0.003845,0.003845,0.003845,0.503921,0.105751,0.0
-1,1.0,1.0,61.0,60.0,60.0,59.0,56.0,48.0,34.006652,19.354939,3.695941,0.290209,0.0,0.0,0.0,0.0,0.54155,0.112091,0.0
1,1.0,1.0,15.0,14.0,13.0,12.0,11.0,4.0,98.756441,50.24816,14.304363,2.54967,0.415654,0.070417,0.000978,0.0,0.534122,0.094867,0.0
-1,1.0,1.0,40.0,40.0,39.0,36.0,34.0,26.0,11.941383,5.197391,0.467251,0.140175,0.0,0.0,0.0,0.0,0.565159,0.109025,0.0
-1,1.0,0.0,87.0,86.0,85.0,81.0,80.0,66.0,10.61221,2.843897,0.652313,0.009386,0.0,0.0,0.0,0.0,0.52834,0.087601,0.0
-1,0.0,1.0,32.0,31.0,31.0,29.0,27.0,24.0,1.362503,0.050126,0.0,0.0,0.0,0.0,0.0,0.0,0.534504,0.091137,1.0
1,1.0,1.0,70.0,66.0,64.0,58.0,54.0,44.0,24.527303,7.727656,2.049885,0.22001,0.0,0.0,0.0,0.0,0.519806,0.122902,0.0
-1,1.0,1.0,15.0,13.0,13.0,12.0,9.0,6.0,39.305552,15.394691,7.490443,0.11809,0.001952,0.0,0.0,0.0,0.577617,0.096619,1.0
1,1.0,1.0,45.0,45.0,44.0,40.0,38.0,29.0,20.348368,10.920244,0.072174,0.0,0.0,0.0,0.0,0.0,0.489307,0.119244,0.0
-1,1.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,68.804317,23.165885,5.083426,0.317255,0.005253,0.0,0.0,0.0,0.558956,0.111354,1.0
1,1.0,1.0,26.0,26.0,26.0,25.0,23.0,12.0,60.86373,31.334414,8.615861,2.649828,0.603659,0.376307,0.097997,0.065658,0.545879,0.117596,1.0
-1,1.0,1.0,37.0,37.0,37.0,33.0,29.0,20.0,56.663568,34.477986,9.318952,1.174414,0.157301,0.003054,0.003054,0.001527,0.508829,0.106904,0.0
1,1.0,1.0,16.0,15.0,14.0,13.0,10.0,8.0,66.447502,30.704366,13.601814,1.533939,0.094144,0.00307,0.0,0.0,0.506241,0.101308,1.0
1,1.0,1.0,20.0,20.0,18.0,17.0,16.0,9.0,210.665328,49.965791,28.655837,5.885352,0.536248,0.207912,0.159536,0.113219,0.50263,0.093663,1.0
-1,1.0,1.0,14.0,14.0,14.0,14.0,12.0,9.0,125.731993,48.659028,16.775043,1.694859,0.00595,0.00595,0.00595,0.00595,0.55084,0.111073,1.0
-1,1.0,1.0,43.0,42.0,41.0,36.0,34.0,20.0,67.789719,33.934565,8.865044,1.276689,0.108427,0.024434,0.004581,0.003054,0.470641,0.109954,0.0
-1,1.0,1.0,16.0,16.0,16.0,15.0,13.0,12.0,4.29988,1.206875,0.080458,0.0,0.0,0.0,0.0,0.0,0.505919,0.128424,1.0
1,1.0,1.0,38.0,36.0,32.0,19.0,13.0,8.0,159.901453,86.301094,26.082431,2.430988,0.072704,0.0,0.0,0.0,0.531522,0.144385,1.0
-1,1.0,0.0,34.0,34.0,34.0,33.0,31.0,28.0,13.632699,7.576963,0.0,0.0,0.0,0.0,0.0,0.0,0.507159,0.116663,0.0
-1,1.0,1.0,19.0,19.0,17.0,17.0,13.0,10.0,130.597124,46.964584,28.660595,7.33847,1.467897,0.305981,0.00305,0.0,0.539752,0.097589,1.0
-1,1.0,1.0,61.0,60.0,59.0,57.0,51.0,37.0,24.852029,10.971972,1.909102,0.2666,0.131768,0.0,0.0,0.0,0.530468,0.116446,0.0
-1,1.0,1.0,69.0,66.0,64.0,60.0,55.0,41.0,56.383175,25.20587,15.568604,3.098299,0.186607,0.049351,0.0,0.0,0.497818,0.087906,0.0
1,1.0,1.0,53.0,45.0,40.0,32.0,28.0,13.0,182.146473,94.791874,49.985427,17.139005,7.394142,3.559458,1.852643,0.688066,0.558753,0.098589,0.0
-1,1.0,1.0,86.0,86.0,84.0,74.0,64.0,49.0,50.744773,37.766183,7.12607,0.275197,0.003058,0.0,0.0,0.0,0.501192,0.152887,0.0
1,1.0,0.0,11.0,10.0,10.0,8.0,8.0,6.0,40.064967,26.83554,6.880809,0.543781,0.118801,0.020283,0.001932,0.001932,0.561407,0.12846,0.0
1,1.0,0.0,56.0,52.0,48.0,40.0,31.0,19.0,33.640107,15.009336,4.177563,0.36194,0.15047,0.092518,0.067101,0.050834,0.547091,0.140303,0.0
-1,1.0,1.0,64.0,63.0,62.0,57.0,55.0,29.0,36.206197,7.875242,3.117922,0.173133,0.0,0.0,0.0,0.0,0.568353,0.087332,0.0
1,1.0,1.0,72.0,69.0,68.0,62.0,56.0,46.0,24.846639,12.753548,2.537867,0.204864,0.053509,0.021404,0.0,0.0,0.523088,0.122307,0.0
1,1.0,1.0,54.0,54.0,54.0,53.0,51.0,41.0,14.512332,7.266234,0.597904,0.018588,0.0,0.0,0.0,0.0,0.491181,0.116173,0.0
1,1.0,1.0,14.0,13.0,12.0,12.0,12.0,10.0,28.454272,10.544213,2.477285,0.571066,0.049006,0.0,0.0,0.0,0.547444,0.094011,0.0
-1,1.0,1.0,32.0,32.0,32.0,30.0,27.0,20.0,6.21601,1.987275,0.050837,0.0,0.0,0.0,0.0,0.0,0.534695,0.095512,0.0
1,1.0,1.0,81.0,78.0,74.0,66.0,60.0,39.0,26.819742,11.903282,1.970273,0.371255,0.024648,0.0,0.0,0.0,0.501801,0.115536,0.0
1,1.0,1.0,12.0,11.0,10.0,9.0,8.0,4.0,48.767678,24.28303,8.789973,0.03631,0.0,0.0,0.0,0.0,0.55137,0.08982,0.0
1,1.0,1.0,10.0,10.0,9.0,8.0,6.0,5.0,29.326201,7.69584,5.825565,3.333569,2.519605,0.896791,0.131911,0.0,0.513475,0.093054,0.0
1,1.0,1.0,5.0,4.0,4.0,4.0,4.0,4.0,77.651178,2.038849,0.322423,0.0,0.0,0.0,0.0,0.0,0.507693,0.106421,0.0
-1,1.0,1.0,63.0,62.0,61.0,60.0,60.0,50.0,13.410038,4.341963,0.396393,0.0,0.0,0.0,0.0,0.0,0.483718,0.090298,0.0
-1,1.0,1.0,64.0,64.0,61.0,58.0,54.0,37.0,27.957384,7.670921,2.451339,0.438072,0.010874,0.0,0.0,0.0,0.510782,0.116509,0.0
1,1.0,1.0,45.0,40.0,34.0,30.0,19.0,12.0,123.298724,39.026421,20.514816,7.394719,4.346491,1.503958,1.030547,0.474445,0.528052,0.112668,1.0
-1,1.0,1.0,10.0,10.0,10.0,9.0,8.0,4.0,124.588636,52.406283,18.532056,0.678461,0.0,0.0,0.0,0.0,0.505572,0.102735,1.0
-1,1.0,1.0,26.0,26.0,26.0,25.0,23.0,19.0,18.197432,8.463779,0.347027,0.007678,0.0,0.0,0.0,0.0,0.514848,0.110557,0.0
1,1.0,1.0,19.0,19.0,16.0,14.0,10.0,6.0,121.84865,33.550112,9.142322,0.710916,0.0,0.0,0.0,0.0,0.52921,0.102545,0.0
1,1.0,1.0,11.0,11.0,11.0,11.0,11.0,7.0,66.659286,29.27329,2.871356,0.006698,0.001914,0.001914,0.001914,0.001914,0.525879,0.094723,1.0
1,1.0,1.0,16.0,16.0,14.0,12.0,12.0,9.0,172.476114,99.221031,33.991731,2.357988,0.007021,0.004012,0.004012,0.004012,0.529646,0.099294,1.0
1,1.0,1.0,56.0,53.0,52.0,50.0,49.0,38.0,20.535066,7.492565,0.876627,0.033599,0.0,0.0,0.0,0.0,0.541907,0.085525,0.0
-1,1.0,1.0,48.0,48.0,47.0,41.0,39.0,27.0,44.163054,26.616681,1.517092,0.047601,0.016891,0.003071,0.0,0.0,0.523308,0.112093,0.0
-1,1.0,1.0,8.0,8.0,7.0,7.0,6.0,6.0,46.118586,10.185343,2.211984,0.344313,0.04189,0.011239,0.0,0.0,0.435035,0.098083,1.0
